latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
46.1192558,7.020697683333332,975.4657,13.98556,71,2022,-919305.504
46.11925342222222,7.020695302777778,975.5105,13.98583,71,2022,-919539.950
46.119251022222215,7.020693038888888,975.5643,13.98611,71,2022,-919778.645
46.11924866666667,7.020690844444443,975.6173,13.98639,71,2022,-920018.903
46.11924631111111,7.020688761111111,975.6671,13.98667,71,2022,-920255.715
46.11924396111111,7.020686722222222,975.7168,13.98694,71,2022,-920492.938
46.11924160555555,7.02068475,975.7565,13.98722,71,2022,-920730.714
46.119239291666666,7.02068286111111,975.8027,13.98750,71,2022,-920969.719
46.119236980555556,7.020681036111111,975.8456,13.98778,71,2022,-921207.890
46.11923468611111,7.020679258333332,975.8841,13.98806,71,2022,-921444.379
46.119232425,7.020677552777777,975.9161,13.98833,71,2022,-921682.188
46.11923016666667,7.020675958333333,975.956,13.98861,71,2022,-921921.485
46.11922793888889,7.020674425,975.9959,13.98889,71,2022,-922160.146
46.119225725,7.020672947222222,976.0243,13.98917,71,2022,-922398.554
46.119223508333334,7.020671541666666,976.0531,13.98944,71,2022,-922635.396
46.11922605833333,7.020656330555555,975.2119,13.99306,71,2022,-1402500.172
46.11922860277779,7.020641224999999,974.3808,13.99333,71,2022,-402740.565
46.11923111944444,7.020626183333333,973.5528,13.99361,71,2022,-402980.662
46.11922776666667,7.020620983333333,972.6419,13.99722,71,2022,-719212.964
46.119224630555564,7.02061566111111,971.7259,13.99750,71,2022,-719451.706
46.11922150277777,7.020609833333333,970.9196,13.99778,71,2022,-719679.226
46.119218430555556,7.020604,970.1161,13.99806,71,2022,-719919.440
46.11921538888889,7.020598188888889,969.3196,13.99833,71,2022,-720160.598
46.1192123888889,7.0205924194444425,968.5278,13.99861,71,2022,-720400.402
46.11920940555557,7.020586708333333,967.7428,13.99889,71,2022,-720640.138
46.119206475,7.0205811,966.9698,13.99917,71,2022,-720879.717
46.11920351666667,7.020575558333333,966.2042,13.99944,71,2022,-721118.658
46.119202316666666,7.020576130555556,966.1973,14.00000,71,2022,-721555.559
46.119200569444445,7.0205764777777775,966.2417,14.00028,71,2022,-721791.127
46.11919899722223,7.0205769,966.3067,14.00056,71,2022,-722027.709
46.119197291666666,7.020577202777778,966.3546,14.00083,71,2022,-722264.259
