name,dy
G0272859.JPG,-0.52
G0272860.JPG,-0.35
G0272861.JPG,-0.12
G0272862.JPG,+0.08
G0272863.JPG,+0.30
G0272864.JPG,+0.56
G0272869.JPG,-0.49
G0272870.JPG,-0.11
G0272871.JPG,+0.32
G0272876.JPG,-0.25
G0272877.JPG,+0.53
G0272882.JPG,-0.15
G0272883.JPG,+0.51
G0272889.JPG,-0.09
G0272890.JPG,+0.47
